#Romname;Title;Emulator;Cloneof;Year;Manufacturer;Category;Players;Rotation;Control;Status;DisplayCount;DisplayType;AltRomname;AltTitle;Extra;Buttons;Favourite;Tags;PlayedCount;PlayedTime;FileIsAvailable
orleg2_103jp;Saiyuu Shakuyakuden 2 (V103, Japan);mame;orleg2;2007;IGS (Alta license);Fighter / 2.5D;4P sim;0;joystick (8-way),joystick (8-way),joystick (8-way),joystick (8-way);good;1;raster;orleg2;Oriental Legend 2 (V104, Oversea);;4;;;0;;1
orleg2_104jp;Saiyuu Shakuyakuden 2 (V104, Japan);mame;orleg2;2007;IGS (Alta license);Fighter / 2.5D;4P sim;0;joystick (8-way),joystick (8-way),joystick (8-way),joystick (8-way);good;1;raster;orleg2;Oriental Legend 2 (V104, Oversea);;4;;;0;;1
samuraij;Samurai (Japan);mame;samurai;1980;Sega;Fighter / Field;2P alt;270;joystick (4-way);preliminary;1;raster;samurai;Samurai (World);;1;;;0;;1
samurai;Samurai (World);mame;;1980;Sega;Fighter / Field;2P alt;270;joystick (4-way);preliminary;1;raster;;;;1;;;0;;1
tsamuraih;Samurai Nihon-Ichi (bootleg, harder);mame;tsamurai;1985;bootleg;Fighter / 2D;2P alt;90;joystick (4-way),joystick (4-way);good;1;raster;tsamurai;Samurai Nihon-Ichi (set 1);;2;;;0;;1
tsamurai;Samurai Nihon-Ichi (set 1);mame;;1985;Kaneko / Taito;Fighter / 2D;2P alt;90;joystick (4-way),joystick (4-way);good;1;raster;;;;2;;;0;;1
tsamurai2;Samurai Nihon-Ichi (set 2);mame;tsamurai;1985;Kaneko / Taito;Fighter / 2D;2P alt;90;joystick (4-way),joystick (4-way);good;1;raster;tsamurai;Samurai Nihon-Ichi (set 1);;2;;;0;;1
samshoh;Samurai Shodown / Samurai Spirits (NGH-045);mame;samsho;1993;SNK;Fighter / Versus;2P sim;0;joystick (8-way),joystick (8-way);good;1;raster;samsho;Samurai Shodown / Samurai Spirits (NGM-045);;4;;;0;;1
samsho;Samurai Shodown / Samurai Spirits (NGM-045);mame;;1993;SNK;Fighter / Versus;2P sim;0;joystick (8-way),joystick (8-way);good;1;raster;neogeo;Neo-Geo MV-6F;;4;;;0;;1
sams64;Samurai Shodown 64 / Samurai Spirits 64;mame;;1998;SNK;Fighter / Versus;2P sim;0;joystick (8-way),joystick (8-way);preliminary;1;raster;hng64;Hyper NeoGeo 64 Bios;;4;;;0;;1
sams64_2;Samurai Shodown 64: Warriors Rage / Samurai Spirits 2: Asura Zanmaden;mame;;1998;SNK;Fighter / Versus;2P sim;0;joystick (8-way),joystick (8-way);preliminary;1;raster;hng64;Hyper NeoGeo 64 Bios;;4;;;0;;1
samsho2;Samurai Shodown II / Shin Samurai Spirits - Haohmaru Jigokuhen (NGM-063 ~ NGH-063);mame;;1994;SNK;Fighter / Versus;2P sim;0;joystick (8-way),joystick (8-way);good;1;raster;neogeo;Neo-Geo MV-6F;;4;;;0;;1
samsho3h;Samurai Shodown III / Samurai Spirits - Zankurou Musouken (NGH-087);mame;samsho3;1995;SNK;Fighter / Versus;2P sim;0;joystick (8-way),joystick (8-way);good;1;raster;samsho3;Samurai Shodown III / Samurai Spirits - Zankurou Musouken (NGM-087);;4;;;0;;1
samsho3;Samurai Shodown III / Samurai Spirits - Zankurou Musouken (NGM-087);mame;;1995;SNK;Fighter / Versus;2P sim;0;joystick (8-way),joystick (8-way);good;1;raster;neogeo;Neo-Geo MV-6F;;4;;;0;;1
samsho4;Samurai Shodown IV - Amakusa's Revenge / Samurai Spirits - Amakusa Kourin (NGM-222 ~ NGH-222);mame;;1996;SNK;Fighter / Versus;2P sim;0;joystick (8-way),joystick (8-way);good;1;raster;neogeo;Neo-Geo MV-6F;;4;;;0;;1
samsho5b;Samurai Shodown V / Samurai Spirits Zero (bootleg);mame;samsho5;2003;bootleg;Fighter / Versus;2P sim;0;joystick (8-way),joystick (8-way);good;1;raster;samsho5;Samurai Shodown V / Samurai Spirits Zero (NGM-2700, set 1);;4;;;0;;1
samsho5h;Samurai Shodown V / Samurai Spirits Zero (NGH-2700);mame;samsho5;2003;Yuki Enterprise / SNK Playmore;Fighter / Versus;2P sim;0;joystick (8-way),joystick (8-way);good;1;raster;samsho5;Samurai Shodown V / Samurai Spirits Zero (NGM-2700, set 1);;4;;;0;;1
samsho5;Samurai Shodown V / Samurai Spirits Zero (NGM-2700, set 1);mame;;2003;Yuki Enterprise / SNK Playmore;Fighter / Versus;2P sim;0;joystick (8-way),joystick (8-way);good;1;raster;neogeo;Neo-Geo MV-6F;;4;;;0;;1
samsho5a;Samurai Shodown V / Samurai Spirits Zero (NGM-2700, set 2);mame;samsho5;2003;Yuki Enterprise / SNK Playmore;Fighter / Versus;2P sim;0;joystick (8-way),joystick (8-way);good;1;raster;samsho5;Samurai Shodown V / Samurai Spirits Zero (NGM-2700, set 1);;4;;;0;;1
samsh5spho;Samurai Shodown V Special / Samurai Spirits Zero Special (NGH-2720, 1st release, censored);mame;samsh5sp;2004;Yuki Enterprise / SNK Playmore;Fighter / Versus;2P sim;0;joystick (8-way),joystick (8-way);good;1;raster;samsh5sp;Samurai Shodown V Special / Samurai Spirits Zero Special (NGM-2720);;4;;;0;;1
samsh5sph;Samurai Shodown V Special / Samurai Spirits Zero Special (NGH-2720, 2nd release, less censored);mame;samsh5sp;2004;Yuki Enterprise / SNK Playmore;Fighter / Versus;2P sim;0;joystick (8-way),joystick (8-way);good;1;raster;samsh5sp;Samurai Shodown V Special / Samurai Spirits Zero Special (NGM-2720);;4;;;0;;1
samsh5sp;Samurai Shodown V Special / Samurai Spirits Zero Special (NGM-2720);mame;;2004;Yuki Enterprise / SNK Playmore;Fighter / Versus;2P sim;0;joystick (8-way),joystick (8-way);good;1;raster;neogeo;Neo-Geo MV-6F;;4;;;0;;1
samspsen;Samurai Spirits Sen (v1.00);mame;;2008;SNK Playmore;Fighter / Versus;2P sim;0;;preliminary;1;raster;;;chd;0;;;0;;1
samsptk;Samurai Spirits Tenkaichi Kenkakuden;mame;;2005;Sammy / SNK Playmore;Fighter / Versus;2P sim;0;joystick (8-way),joystick (8-way);preliminary;1;raster;awbios;Atomiswave BIOS;;6;;;0;;1
wofa;Sangokushi II (Asia 921005);mame;wof;1992;Capcom;Fighter / 2.5D;3P sim;0;joystick (8-way),joystick (8-way),joystick (8-way);good;1;raster;wof;Warriors of Fate (World 921031);;2;;;0;;1
wofabl;Sangokushi II (bootleg);mame;wof;1992;bootleg;Fighter / 2.5D;3P sim;0;joystick (8-way),joystick (8-way),joystick (8-way);imperfect;1;raster;wof;Warriors of Fate (World 921031);;2;;;0;;1
kovsgqyz;Sanguo Qunying Chuan Zhengzong Plus (bootleg of Knights of Valour Plus, set 1);mame;kovplus;1999;bootleg;Fighter / 2.5D;4P sim;0;joystick (8-way),joystick (8-way),joystick (8-way),joystick (8-way);preliminary;1;raster;kovplus;Knights of Valour Plus / Sanguo Zhan Ji Zhengzong Plus / Sangoku Senki Masamune Plus (ver. 119, set 1);;4;;;0;;1
kovsgqyza;Sanguo Qunying Chuan Zhengzong Plus (bootleg of Knights of Valour Plus, set 2);mame;kovplus;1999;bootleg;Fighter / 2.5D;4P sim;0;joystick (8-way),joystick (8-way),joystick (8-way),joystick (8-way);preliminary;1;raster;kovplus;Knights of Valour Plus / Sanguo Zhan Ji Zhengzong Plus / Sangoku Senki Masamune Plus (ver. 119, set 1);;4;;;0;;1
kovsgqyzb;Sanguo Qunying Chuan Zhengzong Plus (bootleg of Knights of Valour Plus, set 3);mame;kovplus;1999;bootleg;Fighter / 2.5D;4P sim;0;joystick (8-way),joystick (8-way),joystick (8-way),joystick (8-way);preliminary;1;raster;kovplus;Knights of Valour Plus / Sanguo Zhan Ji Zhengzong Plus / Sangoku Senki Masamune Plus (ver. 119, set 1);;4;;;0;;1
kov2nl_300cn;Sanguo Zhan Ji 2 Gaishi Yingxiong (V300, China);mame;kov2nl;2008;IGS (Huatong license);Fighter / 2.5D;4P sim;0;joystick (8-way),joystick (8-way),joystick (8-way),joystick (8-way);good;1;raster;kov2nl;Knights of Valour 2 New Legend / Sanguo Zhan Ji 2 Guang Sao Yu Jun (V302, Oversea);;4;;;0;;1
kov2nl_301cn;Sanguo Zhan Ji 2 Gaishi Yingxiong (V301, China);mame;kov2nl;2008;IGS (Huatong license);Fighter / 2.5D;4P sim;0;joystick (8-way),joystick (8-way),joystick (8-way),joystick (8-way);good;1;raster;kov2nl;Knights of Valour 2 New Legend / Sanguo Zhan Ji 2 Guang Sao Yu Jun (V302, Oversea);;4;;;0;;1
kov2nl_302cn;Sanguo Zhan Ji 2 Gaishi Yingxiong (V302, China);mame;kov2nl;2008;IGS (Huatong license);Fighter / 2.5D;4P sim;0;joystick (8-way),joystick (8-way),joystick (8-way),joystick (8-way);good;1;raster;kov2nl;Knights of Valour 2 New Legend / Sanguo Zhan Ji 2 Guang Sao Yu Jun (V302, Oversea);;4;;;0;;1
samsho2k;Saulabi Spirits / Jin Saulabi Tu Hon (Korean release of Samurai Shodown II, set 1);mame;samsho2;1994;SNK;Fighter / Versus;2P sim;0;joystick (8-way),joystick (8-way);good;1;raster;samsho2;Samurai Shodown II / Shin Samurai Spirits - Haohmaru Jigokuhen (NGM-063 ~ NGH-063);;4;;;0;;1
samsho2ka;Saulabi Spirits / Jin Saulabi Tu Hon (Korean release of Samurai Shodown II, set 2);mame;samsho2;1994;SNK;Fighter / Versus;2P sim;0;joystick (8-way),joystick (8-way);good;1;raster;samsho2;Samurai Shodown II / Shin Samurai Spirits - Haohmaru Jigokuhen (NGM-063 ~ NGH-063);;4;;;0;;1
savquest;Savage Quest;mame;;1999;Interactive Light;Fighter / Versus;1P;0;keypad,keyboard,joystick (analog),joystick (analog);preliminary;1;raster;;;chd;103;;;0;;1
savagere;Savage Reign / Fu'un Mokushiroku - Kakutou Sousei;mame;;1995;SNK;Fighter / Versus;2P sim;0;joystick (8-way),joystick (8-way);good;1;raster;neogeo;Neo-Geo MV-6F;;4;;;0;;1
schmeisr;Schmeiser Robo (Japan);mame;;1993;Hot-B;Fighter / Versus;2P sim;0;joystick (8-way),joystick (8-way);imperfect;1;raster;;;;3;;;0;;1
sdfight;SD Fighters (Korea);mame;;1996;SemiCom / Tirano;Fighter / Versus;2P sim;0;joystick (8-way),joystick (8-way);good;1;raster;;;;3;;;0;;1
sscandal;Seishun Scandal (315-5132, Japan);mame;myhero;1985;Coreland / Sega;Fighter / 2D;2P alt;0;joystick (8-way),joystick (8-way);good;1;raster;myhero;My Hero (US, not encrypted);;2;;;0;;1
sengokuh;Sengoku / Sengoku Denshou (NGH-017, US);mame;sengoku;1991;SNK;Fighter / 2.5D;2P sim;0;joystick (8-way),joystick (8-way);good;1;raster;sengoku;Sengoku / Sengoku Denshou (NGM-017 ~ NGH-017);;4;;;0;;1
sengoku;Sengoku / Sengoku Denshou (NGM-017 ~ NGH-017);mame;;1991;SNK;Fighter / 2.5D;2P sim;0;joystick (8-way),joystick (8-way);good;1;raster;neogeo;Neo-Geo MV-6F;;4;;;0;;1
sengoku2;Sengoku 2 / Sengoku Denshou 2;mame;;1993;SNK;Fighter / 2.5D;2P sim;0;joystick (8-way),joystick (8-way);good;1;raster;neogeo;Neo-Geo MV-6F;;4;;;0;;1
sengoku3;Sengoku 3 / Sengoku Densho 2001 (set 1);mame;;2001;Noise Factory / SNK;Fighter / 2.5D;2P sim;0;joystick (8-way),joystick (8-way);good;1;raster;neogeo;Neo-Geo MV-6F;;4;;;0;;1
sengoku3a;Sengoku 3 / Sengoku Densho 2001 (set 2);mame;sengoku3;2001;Noise Factory / SNK;Fighter / 2.5D;2P sim;0;joystick (8-way),joystick (8-way);good;1;raster;sengoku3;Sengoku 3 / Sengoku Densho 2001 (set 1);;4;;;0;;1
sbxc;Sengoku Basara X Cross;mame;;2008;Capcom / Arc System Works;Fighter / Versus;2P sim;0;;preliminary;1;raster;sys246;System 246 BIOS;chd;0;;;0;;1
shadfgtr;Shadow Fighters;mame;;1993;Dutech Inc.;Fighter / Versus;2;0;joystick (4-way),joystick (4-way);preliminary;1;raster;;;;4;;;0;;1
shadfrcej;Shadow Force - Henshin Ninja (Japan, Version 2);mame;shadfrce;1993;Technos Japan;Fighter / 2.5D;2P sim;0;joystick (8-way),joystick (8-way);good;1;raster;shadfrce;Shadow Force (World, Version 3);;6;;;0;;1
shadfrceu;Shadow Force (US, Version 2);mame;shadfrce;1993;Technos Japan;Fighter / 2.5D;2P sim;0;joystick (8-way),joystick (8-way);good;1;raster;shadfrce;Shadow Force (World, Version 3);;6;;;0;;1
shadfrce;Shadow Force (World, Version 3);mame;;1993;Technos Japan;Fighter / 2.5D;2P sim;0;joystick (8-way),joystick (8-way);good;1;raster;;;;6;;;0;;1
shadoww;Shadow Warriors (World, set 1);mame;;1988;Tecmo;Fighter / 2.5D;2P sim;0;joystick (8-way),joystick (8-way);good;1;raster;;;;3;;;0;;1
shadowwa;Shadow Warriors (World, set 2);mame;shadoww;1988;Tecmo;Fighter / 2.5D;2P sim;0;joystick (8-way),joystick (8-way);good;1;raster;shadoww;Shadow Warriors (World, set 1);;3;;;0;;1
shangkid;Shanghai Kid;mame;;1985;Taiyo System (Data East license);Fighter / Versus;2P alt;0;joystick (8-way),joystick (8-way);good;1;raster;;;;2;;;0;;1
tshingen;Shingen Samurai-Fighter (Japan, English);mame;;1988;Jaleco;Fighter / Field;2P sim;0;joystick (8-way),joystick (8-way);imperfect;1;raster;;;;3;;;0;;1
jgakuen1;Shiritsu Justice Gakuen: Legion of Heroes (Japan 971117);mame;rvschool;1997;Capcom;Fighter / Versus;2P sim;0;joystick (8-way),joystick (8-way);imperfect;1;raster;rvschool;Rival Schools: United By Fate (Euro 971117);;6;;;0;;1
jgakuen;Shiritsu Justice Gakuen: Legion of Heroes (Japan 971216);mame;rvschool;1997;Capcom;Fighter / Versus;2P sim;0;joystick (8-way),joystick (8-way);imperfect;1;raster;rvschool;Rival Schools: United By Fate (Euro 971117);;6;;;0;;1
shogwarrk;Shogun Warriors (Korea?);mame;shogwarr;1992;Kaneko;Fighter / Versus;2P sim;0;joystick (8-way),joystick (8-way);good;1;raster;shogwarr;Shogun Warriors (World);;4;;;0;;1
shogwarru;Shogun Warriors (US);mame;shogwarr;1992;Kaneko;Fighter / Versus;2P sim;0;joystick (8-way),joystick (8-way);good;1;raster;shogwarr;Shogun Warriors (World);;4;;;0;;1
shogwarr;Shogun Warriors (World);mame;;1992;Kaneko;Fighter / Versus;2P sim;0;joystick (8-way),joystick (8-way);good;1;raster;;;;4;;;0;;1
silentdj;Silent Dragon (Japan);mame;silentd;1992;Taito Corporation;Fighter / 2.5D;4P sim;0;joystick (8-way),joystick (8-way),joystick (8-way),joystick (8-way);good;1;raster;silentd;Silent Dragon (World);;3;;;0;;1
silentdu;Silent Dragon (US);mame;silentd;1992;Taito America Corporation;Fighter / 2.5D;4P sim;0;joystick (8-way),joystick (8-way),joystick (8-way),joystick (8-way);good;1;raster;silentd;Silent Dragon (World);;3;;;0;;1
silentd;Silent Dragon (World);mame;;1992;Taito Corporation Japan;Fighter / 2.5D;4P sim;0;joystick (8-way),joystick (8-way),joystick (8-way),joystick (8-way);good;1;raster;;;;3;;;0;;1
skullxbo1;Skull & Crossbones (rev 1);mame;skullxbo;1989;Atari Games;Fighter / 2.5D;2P sim;0;joystick (8-way),joystick (8-way);good;1;raster;skullxbo;Skull & Crossbones (rev 5);;2;;;0;;1
skullxbo2;Skull & Crossbones (rev 2);mame;skullxbo;1989;Atari Games;Fighter / 2.5D;2P sim;0;joystick (8-way),joystick (8-way);good;1;raster;skullxbo;Skull & Crossbones (rev 5);;2;;;0;;1
skullxbo3;Skull & Crossbones (rev 3);mame;skullxbo;1989;Atari Games;Fighter / 2.5D;2P sim;0;joystick (8-way),joystick (8-way);good;1;raster;skullxbo;Skull & Crossbones (rev 5);;2;;;0;;1
skullxbo4;Skull & Crossbones (rev 4);mame;skullxbo;1989;Atari Games;Fighter / 2.5D;2P sim;0;joystick (8-way),joystick (8-way);good;1;raster;skullxbo;Skull & Crossbones (rev 5);;2;;;0;;1
skullxbo;Skull & Crossbones (rev 5);mame;;1989;Atari Games;Fighter / 2.5D;2P sim;0;joystick (8-way),joystick (8-way);good;1;raster;;;;2;;;0;;1
slasho;Slashout;mame;;2000;Sega;Fighter / 3D;1P;0;joystick (8-way),joystick (8-way);preliminary;1;raster;naomi;NAOMI BIOS;;6;;;0;;1
slashout;Slashout (GDS-0004);mame;;2000;Sega;Fighter / 3D;1P;0;joystick (8-way),joystick (8-way);preliminary;1;raster;naomigd;NAOMI GD-ROM BIOS;chd;6;;;0;;1
snakepit;Snake Pit;mame;;1984;Bally/Sente;Fighter / Field;2P alt;0;joystick (8-way),trackball;good;1;raster;;;;1;;;0;;1
svcboot;SNK vs. Capcom - SVC Chaos (bootleg);mame;svc;2003;bootleg;Fighter / Versus;2P sim;0;joystick (8-way),joystick (8-way);good;1;raster;svc;SNK vs. Capcom - SVC Chaos (NGM-2690 ~ NGH-2690);;4;;;0;;1
svcpcb;SNK vs. Capcom - SVC Chaos (JAMMA PCB, set 1);mame;;2003;Playmore / Capcom;Fighter / Versus;2P sim;0;joystick (8-way),joystick (8-way);good;1;raster;;;;4;;;0;;1
svcpcba;SNK vs. Capcom - SVC Chaos (JAMMA PCB, set 2);mame;svcpcb;2003;Playmore / Capcom;Fighter / Versus;2P sim;0;joystick (8-way),joystick (8-way);good;1;raster;svcpcb;SNK vs. Capcom - SVC Chaos (JAMMA PCB, set 1);;4;;;0;;1
svc;SNK vs. Capcom - SVC Chaos (NGM-2690 ~ NGH-2690);mame;;2003;Playmore / Capcom;Fighter / Versus;2P sim;0;joystick (8-way),joystick (8-way);good;1;raster;neogeo;Neo-Geo MV-6F;;4;;;0;;1
svcplus;SNK vs. Capcom - SVC Chaos Plus (bootleg set 1);mame;svc;2003;bootleg;Fighter / Versus;2P sim;0;joystick (8-way),joystick (8-way);good;1;raster;svc;SNK vs. Capcom - SVC Chaos (NGM-2690 ~ NGH-2690);;4;;;0;;1
svcplusa;SNK vs. Capcom - SVC Chaos Plus (bootleg set 2);mame;svc;2003;bootleg;Fighter / Versus;2P sim;0;joystick (8-way),joystick (8-way);good;1;raster;svc;SNK vs. Capcom - SVC Chaos (NGM-2690 ~ NGH-2690);;4;;;0;;1
svcsplus;SNK vs. Capcom - SVC Chaos Super Plus (bootleg);mame;svc;2003;bootleg;Fighter / Versus;2P sim;0;joystick (8-way),joystick (8-way);good;1;raster;svc;SNK vs. Capcom - SVC Chaos (NGM-2690 ~ NGH-2690);;4;;;0;;1
solfigtr;Solitary Fighter (World);mame;;1991;Taito Corporation Japan;Fighter / Versus;2P sim;0;joystick (8-way),joystick (8-way);good;1;raster;;;;3;;;0;;1
sblast2b;Sonic Blast Man II Special Turbo (SNES bootleg);mame;;1997;bootleg;Fighter / 2.5D;2P sim;0;joystick (8-way),joystick (8-way);imperfect;1;raster;;;;6;;;0;;1
schamp;Sonic Championship (USA);mame;;1996;Sega;Fighter / Versus;2P sim;0;joystick (8-way),joystick (8-way);preliminary;1;raster;;;;3;;;0;;1
sfight;Sonic the Fighters (Japan);mame;schamp;1996;Sega;Fighter / Versus;2P sim;0;joystick (8-way),joystick (8-way);preliminary;1;raster;schamp;Sonic Championship (USA);;3;;;0;;1
soulclbraa;Soul Calibur (Asia, SOC12/VER.A2);mame;soulclbr;1998;Namco;Fighter / Versus;2;0;joystick (8-way),joystick (8-way);imperfect;1;raster;soulclbr;Soul Calibur (World, SOC14/VER.C);;6;;;0;;1
soulclbrja;Soul Calibur (Japan, SOC11/VER.A2);mame;soulclbr;1998;Namco;Fighter / Versus;2P sim;0;joystick (8-way),joystick (8-way);imperfect;1;raster;soulclbr;Soul Calibur (World, SOC14/VER.C);;6;;;0;;1
soulclbrjb;Soul Calibur (Japan, SOC11/VER.B);mame;soulclbr;1998;Namco;Fighter / Versus;2P sim;0;joystick (8-way),joystick (8-way);imperfect;1;raster;soulclbr;Soul Calibur (World, SOC14/VER.C);;6;;;0;;1
soulclbrjc;Soul Calibur (Japan, SOC11/VER.C);mame;soulclbr;1998;Namco;Fighter / Versus;2P sim;0;joystick (8-way),joystick (8-way);imperfect;1;raster;soulclbr;Soul Calibur (World, SOC14/VER.C);;6;;;0;;1
soulclbrub;Soul Calibur (US, SOC13/VER.B);mame;soulclbr;1998;Namco;Fighter / Versus;2P sim;0;joystick (8-way),joystick (8-way);imperfect;1;raster;soulclbr;Soul Calibur (World, SOC14/VER.C);;6;;;0;;1
soulclbruc;Soul Calibur (US, SOC13/VER.C);mame;soulclbr;1998;Namco;Fighter / Versus;2P sim;0;joystick (8-way),joystick (8-way);imperfect;1;raster;soulclbr;Soul Calibur (World, SOC14/VER.C);;6;;;0;;1
soulclbrwb;Soul Calibur (World, SOC14/VER.B);mame;soulclbr;1998;Namco;Fighter / Versus;2P sim;0;joystick (8-way),joystick (8-way);imperfect;1;raster;soulclbr;Soul Calibur (World, SOC14/VER.C);;6;;;0;;1
soulclbr;Soul Calibur (World, SOC14/VER.C);mame;;1998;Namco;Fighter / Versus;2P sim;0;joystick (8-way),joystick (8-way);imperfect;1;raster;;;;6;;;0;;1
soulcl2b;Soul Calibur II (SC21 Ver. A);mame;soulclb2;2002;Namco;Fighter / Versus;2P sim;0;;preliminary;1;raster;soulclb2;Soul Calibur II (SC23 Ver. A);chd;0;;;0;;1
soulcl2a;Soul Calibur II (SC22 Ver. A);mame;soulclb2;2002;Namco;Fighter / Versus;2P sim;0;;preliminary;1;raster;soulclb2;Soul Calibur II (SC23 Ver. A);chd;0;;;0;;1
soulclb2;Soul Calibur II (SC23 Ver. A);mame;;2002;Namco;Fighter / Versus;2P sim;0;;preliminary;1;raster;sys246;System 246 BIOS;chd;0;;;0;;1
soulcl2w;Soul Calibur II (SC23 world version);mame;soulclb2;2002;Namco;Fighter / Versus;2P sim;0;;preliminary;1;raster;soulclb2;Soul Calibur II (SC23 Ver. A);chd;0;;;0;;1
soulclb3;Soul Calibur III (SC31001-NA-A key, NA-B disc);mame;;2005;Namco;Fighter / Versus;2P sim;0;;preliminary;1;raster;sys246;System 246 BIOS;chd;0;;;0;;1
soulclb3b;Soul Calibur III (SC31002-NA-A key, NA-A disc);mame;soulclb3;2005;Namco;Fighter / Versus;2P sim;0;;preliminary;1;raster;soulclb3;Soul Calibur III (SC31001-NA-A key, NA-B disc);chd;0;;;0;;1
soulclb3a;Soul Calibur III (SC31002-NA-A key, NA-B disc);mame;soulclb3;2005;Namco;Fighter / Versus;2P sim;0;;preliminary;1;raster;soulclb3;Soul Calibur III (SC31001-NA-A key, NA-B disc);chd;0;;;0;;1
souledgeja;Soul Edge (Japan, SO1/VER.A);mame;souledge;1995;Namco;Fighter / Versus;2P sim;0;joystick (8-way),joystick (8-way);imperfect;1;raster;souledge;Soul Edge Ver. II (Asia, SO4/VER.C);;4;;;0;;1
souledgeua;Soul Edge (US, SO3/VER.A);mame;souledge;1995;Namco;Fighter / Versus;2P sim;0;joystick (8-way),joystick (8-way);imperfect;1;raster;souledge;Soul Edge Ver. II (Asia, SO4/VER.C);;4;;;0;;1
souledgea;Soul Edge (World, SO2/VER.A);mame;souledge;1995;Namco;Fighter / Versus;2P sim;0;joystick (8-way),joystick (8-way);imperfect;1;raster;souledge;Soul Edge Ver. II (Asia, SO4/VER.C);;4;;;0;;1
souledge;Soul Edge Ver. II (Asia, SO4/VER.C);mame;;1996;Namco;Fighter / Versus;2P sim;0;joystick (8-way),joystick (8-way);imperfect;1;raster;;;;4;;;0;;1
souledgeuc;Soul Edge Ver. II (US, SO3/VER.C);mame;souledge;1995;Namco;Fighter / Versus;2P sim;0;joystick (8-way),joystick (8-way);imperfect;1;raster;souledge;Soul Edge Ver. II (Asia, SO4/VER.C);;4;;;0;;1
spartanx;Spartan X (Japan);mame;kungfum;1984;Irem;Fighter / 2D;2P alt;0;joystick (8-way),joystick (8-way);imperfect;1;raster;kungfum;Kung-Fu Master (World);;2;;;0;;1
spartanxtec;Spartan X (Tecfri hardware bootleg);mame;kungfum;1987;bootleg (Tecfri);Fighter / 2D;2P alt;0;joystick (8-way);good;1;raster;kungfum;Kung-Fu Master (World);;2;;;0;;1
mt_spman;Spider-Man vs The Kingpin (Mega-Tech);mame;;1991;Sega / Marvel;Fighter / 2D;1P;0;joystick (8-way),joystick (8-way);preliminary;2;raster;megatech;Mega-Tech;;4;;;0;;1
spikeout;Spikeout (Export, Revision C);mame;;1998;Sega;Fighter / 3D;1P;0;joystick (8-way),joystick (8-way);preliminary;1;raster;;;;4;;;0;;1
spikeofe;Spikeout Final Edition (Export);mame;;1999;Sega;Fighter / 3D;1P;0;joystick (8-way),joystick (8-way);preliminary;1;raster;;;;4;;;0;;1
spkrbtl;Spikers Battle (GDS-0005);mame;;2001;Sega;Fighter / 3D;1P;0;joystick (8-way),joystick (8-way);preliminary;1;raster;naomigd;NAOMI GD-ROM BIOS;chd;6;;;0;;1
splatterj;Splatter House (Japan, SH1);mame;splatter;1988;Namco;Fighter / 2D;2P alt;180;joystick (8-way),joystick (8-way);good;1;raster;splatter;Splatter House (World, new version (SH3));;3;;;0;;1
splatter;Splatter House (World, new version (SH3));mame;;1988;Namco;Fighter / 2D;2P alt;180;joystick (8-way),joystick (8-way);good;1;raster;;;;3;;;0;;1
splatter2;Splatter House (World, old version (SH2));mame;splatter;1988;Namco;Fighter / 2D;2P alt;180;joystick (8-way),joystick (8-way);good;1;raster;splatter;Splatter House (World, new version (SH3));;3;;;0;;1
