#Romname;Title;Emulator;Cloneof;Year;Manufacturer;Category;Players;Rotation;Control;Status;DisplayCount;DisplayType;AltRomname;AltTitle;Extra;Buttons;Favourite;Tags;PlayedCount;PlayedTime;FileIsAvailable
rfjet2kc;Raiden Fighters Jet 2000 (China, SYS386I);mame;rfjet;2000;Seibu Kaihatsu;Shooter / Flying Vertical;2P sim;270;joystick (8-way),joystick (8-way);imperfect;1;raster;rfjet;Raiden Fighters Jet (Germany);;2;;;0;;1
raiden2eg;Raiden II (easier, Germany);mame;raiden2;1993;Seibu Kaihatsu (Tuning license);Shooter / Flying Vertical;2P sim;270;joystick (8-way),joystick (8-way);good;1;raster;raiden2;Raiden II (US, set 1);;2;;;0;;1
raiden2ea;Raiden II (easier, Japan);mame;raiden2;1993;Seibu Kaihatsu;Shooter / Flying Vertical;2P sim;270;joystick (8-way),joystick (8-way);good;1;raster;raiden2;Raiden II (US, set 1);;2;;;0;;1
raiden2e;Raiden II (easier, Korea);mame;raiden2;1993;Seibu Kaihatsu;Shooter / Flying Vertical;2P sim;270;joystick (8-way),joystick (8-way);good;1;raster;raiden2;Raiden II (US, set 1);;2;;;0;;1
raiden2eua;Raiden II (easier, US set 1);mame;raiden2;1993;Seibu Kaihatsu (Fabtek license);Shooter / Flying Vertical;2P sim;270;joystick (8-way),joystick (8-way);good;1;raster;raiden2;Raiden II (US, set 1);;2;;;0;;1
raiden2eu;Raiden II (easier, US set 2);mame;raiden2;1993;Seibu Kaihatsu (Fabtek license);Shooter / Flying Vertical;2P sim;270;joystick (8-way),joystick (8-way);good;1;raster;raiden2;Raiden II (US, set 1);;2;;;0;;1
raiden2eub;Raiden II (easier, US set 3);mame;raiden2;1993;Seibu Kaihatsu (Fabtek license);Shooter / Flying Vertical;2P sim;270;joystick (8-way),joystick (8-way);good;1;raster;raiden2;Raiden II (US, set 1);;2;;;0;;1
raiden2eup;Raiden II (easier, US, prototype? 11-16);mame;raiden2;1993;Seibu Kaihatsu (Fabtek license);Shooter / Flying Vertical;2P sim;270;joystick (8-way),joystick (8-way);good;1;raster;raiden2;Raiden II (US, set 1);;2;;;0;;1
raiden2f;Raiden II (France);mame;raiden2;1993;Seibu Kaihatsu;Shooter / Flying Vertical;2P sim;270;joystick (8-way),joystick (8-way);good;1;raster;raiden2;Raiden II (US, set 1);;2;;;0;;1
raiden2g;Raiden II (Germany);mame;raiden2;1993;Seibu Kaihatsu (Tuning license);Shooter / Flying Vertical;2P sim;270;joystick (8-way),joystick (8-way);good;1;raster;raiden2;Raiden II (US, set 1);;2;;;0;;1
raiden2k;Raiden II (harder, Korea);mame;raiden2;1993;Seibu Kaihatsu;Shooter / Flying Vertical;2P sim;270;joystick (8-way),joystick (8-way);good;1;raster;raiden2;Raiden II (US, set 1);;2;;;0;;1
raiden2dx;Raiden II (harder, Raiden DX hardware, Korea);mame;raiden2;1993;Seibu Kaihatsu;Shooter / Flying Vertical;2P sim;270;joystick (8-way),joystick (8-way);good;1;raster;raiden2;Raiden II (US, set 1);;2;;;0;;1
raiden2nl;Raiden II (Holland);mame;raiden2;1993;Seibu Kaihatsu;Shooter / Flying Vertical;2P sim;270;joystick (8-way),joystick (8-way);good;1;raster;raiden2;Raiden II (US, set 1);;2;;;0;;1
raiden2hk;Raiden II (Hong Kong);mame;raiden2;1993;Seibu Kaihatsu (Metrotainment license);Shooter / Flying Vertical;2P sim;270;joystick (8-way),joystick (8-way);good;1;raster;raiden2;Raiden II (US, set 1);;2;;;0;;1
raiden2i;Raiden II (Italy);mame;raiden2;1993;Seibu Kaihatsu;Shooter / Flying Vertical;2P sim;270;joystick (8-way),joystick (8-way);good;1;raster;raiden2;Raiden II (US, set 1);;2;;;0;;1
raiden2j;Raiden II (Japan);mame;raiden2;1993;Seibu Kaihatsu;Shooter / Flying Vertical;2P sim;270;joystick (8-way),joystick (8-way);good;1;raster;raiden2;Raiden II (US, set 1);;2;;;0;;1
raiden2es;Raiden II (Spain);mame;raiden2;1993;Seibu Kaihatsu;Shooter / Flying Vertical;2P sim;270;joystick (8-way),joystick (8-way);good;1;raster;raiden2;Raiden II (US, set 1);;2;;;0;;1
raiden2sw;Raiden II (Switzerland);mame;raiden2;1993;Seibu Kaihatsu;Shooter / Flying Vertical;2P sim;270;joystick (8-way),joystick (8-way);good;1;raster;raiden2;Raiden II (US, set 1);;2;;;0;;1
raiden2;Raiden II (US, set 1);mame;;1993;Seibu Kaihatsu (Fabtek license);Shooter / Flying Vertical;2P sim;270;joystick (8-way),joystick (8-way);good;1;raster;;;;2;;;0;;1
raiden2u;Raiden II (US, set 2);mame;raiden2;1993;Seibu Kaihatsu (Fabtek license);Shooter / Flying Vertical;2P sim;270;joystick (8-way),joystick (8-way);good;1;raster;raiden2;Raiden II (US, set 1);;2;;;0;;1
r2dx_v33;Raiden II New / Raiden DX (newer V33 PCB) (Raiden DX EEPROM);mame;;1996;Seibu Kaihatsu;Shooter / Flying Vertical;2P sim;270;joystick (8-way),joystick (8-way);good;1;raster;;;;3;;;0;;1
r2dx_v33_r2;Raiden II New / Raiden DX (newer V33 PCB) (Raiden II EEPROM);mame;r2dx_v33;1996;Seibu Kaihatsu;Shooter / Flying Vertical;2P sim;270;joystick (8-way),joystick (8-way);good;1;raster;r2dx_v33;Raiden II New / Raiden DX (newer V33 PCB) (Raiden DX EEPROM);;3;;;0;;1
raiden3;Raiden III (v2.01J);mame;;2005;MOSS / Seibu Kaihatsu;Shooter / Flying Vertical;2P sim;0;;preliminary;1;raster;;;chd;0;;;0;;1
raiden4;Raiden IV (v1.00J);mame;;2007;MOSS / Seibu Kaihatsu;Shooter / Flying Vertical;2P sim;0;;preliminary;1;raster;;;chd;0;;;0;;1
raiders;Raiders;mame;;1983;Century Electronics;Shooter / Gallery;2P alt;90;joystick (8-way),joystick (8-way);preliminary;1;raster;;;;2;;;0;;1
raidersr3;Raiders (Rev.3);mame;raiders;1983;Century Electronics;Shooter / Gallery;2P alt;90;joystick (8-way),joystick (8-way);preliminary;1;raster;raiders;Raiders;;2;;;0;;1
raiders5;Raiders5;mame;;1985;UPL;Maze / Shooter Large;2P alt;0;joystick (4-way),joystick (4-way);good;1;raster;;;;1;;;0;;1
raiders5t;Raiders5 (Japan, set 1);mame;raiders5;1985;UPL (Taito license);Maze / Shooter Large;2P alt;0;joystick (4-way),joystick (4-way);good;1;raster;raiders5;Raiders5;;1;;;0;;1
raiders5ta;Raiders5 (Japan, set 2, bootleg?);mame;raiders5;1985;UPL (Taito license);Maze / Shooter Large;2P alt;0;joystick (4-way),joystick (4-way);good;1;raster;raiders5;Raiders5;;1;;;0;;1
raiga;Raiga - Strato Fighter (Japan);mame;stratof;1991;Tecmo;Shooter / Flying Horizontal;2P sim;0;joystick (8-way),joystick (8-way);imperfect;1;raster;stratof;Raiga - Strato Fighter (US);;2;;;0;;1
stratof;Raiga - Strato Fighter (US);mame;;1991;Tecmo;Shooter / Flying Horizontal;2P sim;0;joystick (8-way),joystick (8-way);imperfect;1;raster;;;;2;;;0;;1
rchasej;Rail Chase (Japan);mame;rchase;1991;Sega;Shooter / Gun;2P sim;0;lightgun,lightgun;good;1;raster;rchase;Rail Chase (World);;1;;;0;;1
rchase;Rail Chase (World);mame;;1991;Sega;Shooter / Gun;2P sim;0;lightgun,lightgun;good;1;raster;;;;1;;;0;;1
rchase2;Rail Chase 2 (Revision A);mame;;1994;Sega;Shooter / Gun;2P sim;0;joystick (analog),joystick (analog);imperfect;1;raster;;;;1;;;0;;1
raimaisjo;Raimais (Japan, first revision);mame;raimais;1988;Taito Corporation;Maze / Collect;2P alt;0;joystick (8-way),joystick (8-way);good;1;raster;raimais;Raimais (World);;2;;;0;;1
raimaisj;Raimais (Japan);mame;raimais;1988;Taito Corporation;Maze / Collect;2P alt;0;joystick (8-way),joystick (8-way);good;1;raster;raimais;Raimais (World);;2;;;0;;1
raimais;Raimais (World);mame;;1988;Taito Corporation Japan;Maze / Collect;2P alt;0;joystick (8-way),joystick (8-way);good;1;raster;;;;2;;;0;;1
rbislande;Rainbow Islands - Extra Version;mame;;1988;Taito Corporation;Platform / Run Jump;2P alt;0;joystick (2-way),joystick (2-way);good;1;raster;;;;2;;;0;;1
rbisland;Rainbow Islands (new version);mame;;1987;Taito Corporation;Platform / Run Jump;2P alt;0;joystick (2-way),joystick (2-way);good;1;raster;;;;2;;;0;;1
rbislando;Rainbow Islands (old version);mame;rbisland;1987;Taito Corporation;Platform / Run Jump;2P alt;0;joystick (2-way),joystick (2-way);good;1;raster;rbisland;Rainbow Islands (new version);;2;;;0;;1
raizpinj;Raizin Ping Pong (V2.01J);mame;raizpin;2002;Taito;Sports / Ping pong;1;0;joystick (8-way);preliminary;1;raster;raizpin;Raizin Ping Pong (V2.01O);chd;8;;;0;;1
raizpin;Raizin Ping Pong (V2.01O);mame;;2002;Taito;Sports / Ping pong;2P sim;0;joystick (8-way);preliminary;1;raster;taitotz;Type Zero BIOS;chd;8;;;0;;1
rallybik;Rally Bike / Dash Yarou;mame;;1988;Toaplan / Taito Corporation;Driving / Motorbike;2P alt;270;joystick (8-way),joystick (8-way);good;1;raster;;;;2;;;0;;1
rallyxa;Rally X;mame;rallyx;1980;Namco;Maze / Driving;2P alt;0;joystick (4-way),joystick (4-way);imperfect;1;raster;rallyx;Rally X (32k Ver.?);;1;;;0;;1
rallyx;Rally X (32k Ver.?);mame;;1980;Namco;Maze / Driving;2P alt;0;joystick (4-way),joystick (4-way);imperfect;1;raster;;;;1;;;0;;1
rallyxm;Rally X (Midway);mame;rallyx;1980;Namco (Midway license);Maze / Driving;2P alt;0;joystick (4-way),joystick (4-way);imperfect;1;raster;rallyx;Rally X (32k Ver.?);;1;;;0;;1
rallyxmr;Rally X (Model Racing bootleg);mame;rallyx;1980;bootleg (Model Racing);Maze / Driving;2P alt;0;joystick (4-way),joystick (4-way);imperfect;1;raster;rallyx;Rally X (32k Ver.?);;1;;;0;;1
rallys;Rallys (bootleg of Spectar, set 1);mame;spectar;1980;bootleg (Novar);Maze / Shooter Small;2P alt;0;joystick (4-way);imperfect;1;raster;spectar;Spectar (revision 3);;1;;;0;;1
rallysa;Rallys (bootleg of Spectar, set 2);mame;spectar;1980;bootleg (Musik Box Brescia);Maze / Shooter Small;2P alt;0;joystick (4-way);imperfect;1;raster;spectar;Spectar (revision 3);;1;;;0;;1
ikariram;Rambo 3 (bootleg of Ikari, Joystick hack);mame;ikari;1986;bootleg;Shooter / Walking;2P sim;270;joystick (8-way),joystick (8-way);good;1;raster;ikari;Ikari Warriors (US JAMMA);;2;;;0;;1
rambo3p;Rambo III (Europe, Proto?);mame;rambo3;1989;Taito Europe Corporation;Shooter / 3rd Person;2P sim;0;joystick (8-way),joystick (8-way);good;1;raster;rambo3;Rambo III (Europe);;2;;;0;;1
rambo3;Rambo III (Europe);mame;;1989;Taito Europe Corporation;Shooter / 3rd Person;2P sim;0;joystick (8-way),trackball,joystick (8-way),trackball;good;1;raster;;;;2;;;0;;1
rambo3u;Rambo III (US);mame;rambo3;1989;Taito America Corporation;Shooter / 3rd Person;2P sim;0;joystick (8-way),trackball,joystick (8-way),trackball;good;1;raster;rambo3;Rambo III (Europe);;2;;;0;;1
rampage2;Rampage (Rev 2, 8/4/86);mame;rampage;1986;Bally Midway;Platform / Fighter;3P sim;0;joystick (8-way),joystick (8-way),joystick (8-way);good;1;raster;rampage;Rampage (Rev 3, 8/27/86);;2;;;0;;1
rampage;Rampage (Rev 3, 8/27/86);mame;;1986;Bally Midway;Platform / Fighter;3P sim;0;joystick (8-way),joystick (8-way),joystick (8-way);good;1;raster;;;;2;;;0;;1
rmpgwt11;Rampage: World Tour (rev 1.1);mame;rmpgwt;1997;Midway;Platform / Fighter;3P sim;0;joystick (8-way),joystick (8-way),joystick (8-way);good;1;raster;rmpgwt;Rampage: World Tour (rev 1.3);;3;;;0;;1
rmpgwt;Rampage: World Tour (rev 1.3);mame;;1997;Midway;Platform / Fighter;3P sim;0;joystick (8-way),joystick (8-way),joystick (8-way);good;1;raster;;;;3;;;0;;1
rampartj;Rampart (Japan, Joystick);mame;rampart;1990;Atari Games;Shooter / Command;2P sim;0;joystick (8-way),joystick (8-way);good;1;raster;rampart;Rampart (Trackball);;2;;;0;;1
rampart2p;Rampart (Joystick, bigger ROMs);mame;rampart;1990;Atari Games;Shooter / Command;3P sim;0;joystick (8-way),joystick (8-way),joystick (8-way);good;1;raster;rampart;Rampart (Trackball);;4;;;0;;1
rampart2pa;Rampart (Joystick, smaller ROMs);mame;rampart;1990;Atari Games;Shooter / Command;3P sim;0;joystick (8-way),joystick (8-way),joystick (8-way);good;1;raster;rampart;Rampart (Trackball);;4;;;0;;1
rampart;Rampart (Trackball);mame;;1990;Atari Games;Shooter / Command;3P sim;0;trackball,trackball,trackball;good;1;raster;;;;4;;;0;;1
rangrmsn;Ranger Mission;mame;;2004;RIZ Inc./ Sammy;Shooter / Gun;2P sim;0;paddle,pedal;preliminary;1;raster;awbios;Atomiswave BIOS;;2;;;0;;1
rapidfire;Rapid Fire v1.0 (Build 236);mame;rapidfir;1998;Hanaho Games;Shooter / Gun;2P sim;0;lightgun,lightgun;good;1;raster;rapidfir;Rapid Fire v1.1 (Build 239);;1;;;0;;1
rapidfira;Rapid Fire v1.1 (Build 238);mame;rapidfir;1998;Hanaho Games;Shooter / Gun;2P sim;0;lightgun,lightgun;good;1;raster;rapidfir;Rapid Fire v1.1 (Build 239);;1;;;0;;1
rapidfir;Rapid Fire v1.1 (Build 239);mame;;1998;Hanaho Games;Shooter / Gun;2P sim;0;lightgun,lightgun;good;1;raster;;;;1;;;0;;1
rapheroa;Rapid Hero (Media Trading);mame;arcadian;1994;NMK (Media Trading license);Shooter / Flying Vertical;2P sim;270;joystick (8-way),joystick (8-way);good;1;raster;arcadian;Arcadia (NMK);;3;;;0;;1
raphero;Rapid Hero (NMK);mame;arcadian;1994;NMK;Shooter / Flying Vertical;2P sim;270;joystick (8-way),joystick (8-way);good;1;raster;arcadian;Arcadia (NMK);;3;;;0;;1
rapidrvrp;Rapid River (prototype);mame;rapidrvr;1997;Namco;Driving / Boat;1P;0;joystick (2-way),joystick (analog),joystick (2-way);preliminary;1;raster;rapidrvr;Rapid River (US, RD3 Ver. C);;2;;;0;;1
rapidrvr;Rapid River (US, RD3 Ver. C);mame;;1997;Namco;Driving / Boat;1;0;joystick (2-way),joystick (analog);preliminary;1;raster;;;;1;;;0;;1
rapidrvrv2c;Rapid River (World, RD2 Ver. C);mame;rapidrvr;1997;Namco;Driving / Boat;1;0;joystick (2-way),joystick (analog);preliminary;1;raster;rapidrvr;Rapid River (US, RD3 Ver. C);;1;;;0;;1
rastanu;Rastan (US Rev 1);mame;rastan;1987;Taito America Corporation;Platform / Fighter Scrolling;2P alt;0;joystick (8-way),joystick (8-way);good;1;raster;rastan;Rastan (World Rev 1);;2;;;0;;1
rastanub;Rastan (US, earlier code base);mame;rastan;1987;Taito America Corporation;Platform / Fighter Scrolling;2P alt;0;joystick (8-way),joystick (8-way);good;1;raster;rastan;Rastan (World Rev 1);;2;;;0;;1
rastanua;Rastan (US);mame;rastan;1987;Taito America Corporation;Platform / Fighter Scrolling;2P alt;0;joystick (8-way),joystick (8-way);good;1;raster;rastan;Rastan (World Rev 1);;2;;;0;;1
rastan;Rastan (World Rev 1);mame;;1987;Taito Corporation Japan;Platform / Fighter Scrolling;2P alt;0;joystick (8-way),joystick (8-way);good;1;raster;;;;2;;;0;;1
rastanb;Rastan (World, earlier code base);mame;rastan;1987;Taito Corporation Japan;Platform / Fighter Scrolling;2P alt;0;joystick (8-way),joystick (8-way);good;1;raster;rastan;Rastan (World Rev 1);;2;;;0;;1
rastana;Rastan (World);mame;rastan;1987;Taito Corporation Japan;Platform / Fighter Scrolling;2P alt;0;joystick (8-way),joystick (8-way);good;1;raster;rastan;Rastan (World Rev 1);;2;;;0;;1
rastsagaabl;Rastan Saga (bootleg, Japan Rev 1, earlier code base);mame;rastan;1987;Taito Corporation;Platform / Fighter Scrolling;2P alt;0;joystick (8-way),joystick (8-way);good;1;raster;rastan;Rastan (World Rev 1);;2;;;0;;1
rastsagaa;Rastan Saga (Japan Rev 1, earlier code base);mame;rastan;1987;Taito Corporation;Platform / Fighter Scrolling;2P alt;0;joystick (8-way),joystick (8-way);good;1;raster;rastan;Rastan (World Rev 1);;2;;;0;;1
rastsaga;Rastan Saga (Japan Rev 1);mame;rastan;1987;Taito Corporation;Platform / Fighter Scrolling;2P alt;0;joystick (8-way),joystick (8-way);good;1;raster;rastan;Rastan (World Rev 1);;2;;;0;;1
rastsagab;Rastan Saga (Japan, earlier code base);mame;rastan;1987;Taito Corporation;Platform / Fighter Scrolling;2P alt;0;joystick (8-way),joystick (8-way);good;1;raster;rastan;Rastan (World Rev 1);;2;;;0;;1
rastsag2;Rastan Saga 2 (Japan);mame;nastar;1988;Taito Corporation;Platform / Fighter Scrolling;2P sim;0;joystick (8-way),joystick (8-way);good;1;raster;nastar;Nastar (World);;2;;;0;;1
raveracej;Rave Racer (Japan, RV1 Ver.B);mame;raverace;1995;Namco;Driving / 1st Person;1P;0;joystick (8-way),paddle,pedal;imperfect;1;raster;raverace;Rave Racer (World, RV2 Ver.B);;4;;;0;;1
raveraceja;Rave Racer (Japan, RV1);mame;raverace;1995;Namco;Driving / 1st Person;1P;0;joystick (8-way),paddle,pedal;imperfect;1;raster;raverace;Rave Racer (World, RV2 Ver.B);;4;;;0;;1
raverace;Rave Racer (World, RV2 Ver.B);mame;;1995;Namco;Driving / 1st Person;1P;0;joystick (8-way),paddle,pedal;imperfect;1;raster;;;;4;;;0;;1
raycrisj;Ray Crisis (V2.03J 1998/11/15 15:43);mame;raycris;1998;Taito;Shooter / Flying Vertical;2P sim;0;joystick (8-way),joystick (8-way),joystick (8-way),joystick (8-way);imperfect;1;raster;raycris;Ray Crisis (V2.03O 1998/11/15 15:43);chd;3;;;0;;1
raycris;Ray Crisis (V2.03O 1998/11/15 15:43);mame;;1998;Taito;Shooter / Flying Vertical;2P sim;0;joystick (8-way),joystick (8-way),joystick (8-way),joystick (8-way);imperfect;1;raster;coh3002t;Taito GNET;chd;3;;;0;;1
rayforce;Ray Force (Ver 2.3A 1994/01/20);mame;gunlock;1993;Taito America Corporation;Shooter / Flying Vertical;2P sim;90;joystick (8-way),dial,joystick (8-way),dial,joystick (8-way),joystick (8-way);imperfect;1;raster;gunlock;Gunlock (Ver 2.3O 1994/01/20);;4;;;0;;1
rayforcej;Ray Force (Ver 2.3J 1994/01/20);mame;gunlock;1993;Taito Corporation;Shooter / Flying Vertical;2P sim;90;joystick (8-way),dial,joystick (8-way),dial,joystick (8-way),joystick (8-way);imperfect;1;raster;gunlock;Gunlock (Ver 2.3O 1994/01/20);;4;;;0;;1
raystormu;Ray Storm (Ver 2.05A);mame;raystorm;1996;Taito;Shooter / Flying Vertical;2P sim;0;joystick (8-way),joystick (8-way),joystick (8-way),joystick (8-way);imperfect;1;raster;raystorm;Ray Storm (Ver 2.06A);;3;;;0;;1
raystormj;Ray Storm (Ver 2.05J);mame;raystorm;1996;Taito;Shooter / Flying Vertical;2P sim;0;joystick (8-way),joystick (8-way),joystick (8-way),joystick (8-way);imperfect;1;raster;raystorm;Ray Storm (Ver 2.06A);;3;;;0;;1
raystormo;Ray Storm (Ver 2.05O);mame;raystorm;1996;Taito;Shooter / Flying Vertical;2P sim;0;joystick (8-way),joystick (8-way),joystick (8-way),joystick (8-way);imperfect;1;raster;raystorm;Ray Storm (Ver 2.06A);;3;;;0;;1
raystorm;Ray Storm (Ver 2.06A);mame;;1996;Taito;Shooter / Flying Vertical;2P sim;0;joystick (8-way),joystick (8-way),joystick (8-way),joystick (8-way);imperfect;1;raster;coh1000t;Taito FX1;;3;;;0;;1
razmataz;Razzmatazz;mame;;1983;Sega;Shooter / Gallery;2P sim;90;dial,dial;imperfect;1;raster;;;;1;;;0;;1
rcdego;RC De Go (V2.03J 1999/05/22 19:29);mame;gobyrc;1999;Taito;Driving / Race Track;1P;0;joystick (8-way),paddle,joystick (8-way),joystick (8-way),joystick (8-way);imperfect;1;raster;gobyrc;Go By RC (V2.03O 1999/05/25 13:31);chd;3;;;0;;1
reactor;Reactor;mame;;1982;Gottlieb;Maze / Shooter Small;2P alt;0;trackball;imperfect;1;raster;;;;2;;;0;;1
reaktor;Reaktor (Track & Field conversion);mame;;1987;Zilec;Ball & Paddle / Breakout;2P alt;90;joystick (8-way);good;1;raster;;;;1;;;0;;1
rbff1a;Real Bout Fatal Fury / Real Bout Garou Densetsu (bug fix revision);mame;rbff1;1995;SNK;Fighter / Versus;2P sim;0;joystick (8-way),joystick (8-way);good;1;raster;rbff1;Real Bout Fatal Fury / Real Bout Garou Densetsu (NGM-095 ~ NGH-095);;4;;;0;;1
rbff1ka;Real Bout Fatal Fury / Real Bout Garou Densetsu (Korean release, bug fix revision);mame;rbff1;1995;SNK;Fighter / Versus;2P sim;0;joystick (8-way),joystick (8-way);good;1;raster;rbff1;Real Bout Fatal Fury / Real Bout Garou Densetsu (NGM-095 ~ NGH-095);;4;;;0;;1
rbff1k;Real Bout Fatal Fury / Real Bout Garou Densetsu (Korean release);mame;rbff1;1995;SNK;Fighter / Versus;2P sim;0;joystick (8-way),joystick (8-way);good;1;raster;rbff1;Real Bout Fatal Fury / Real Bout Garou Densetsu (NGM-095 ~ NGH-095);;4;;;0;;1
rbff1;Real Bout Fatal Fury / Real Bout Garou Densetsu (NGM-095 ~ NGH-095);mame;;1995;SNK;Fighter / Versus;2P sim;0;joystick (8-way),joystick (8-way);good;1;raster;neogeo;Neo-Geo MV-6F;;4;;;0;;1
rbff2k;Real Bout Fatal Fury 2 - The Newcomers (Korean release);mame;rbff2;1998;SNK;Fighter / Versus;2P sim;0;joystick (8-way),joystick (8-way);good;1;raster;rbff2;Real Bout Fatal Fury 2 - The Newcomers / Real Bout Garou Densetsu 2 - The Newcomers (NGM-2400);;4;;;0;;1
rbff2h;Real Bout Fatal Fury 2 - The Newcomers / Real Bout Garou Densetsu 2 - The Newcomers (NGH-2400);mame;rbff2;1998;SNK;Fighter / Versus;2P sim;0;joystick (8-way),joystick (8-way);good;1;raster;rbff2;Real Bout Fatal Fury 2 - The Newcomers / Real Bout Garou Densetsu 2 - The Newcomers (NGM-2400);;4;;;0;;1
rbff2;Real Bout Fatal Fury 2 - The Newcomers / Real Bout Garou Densetsu 2 - The Newcomers (NGM-2400);mame;;1998;SNK;Fighter / Versus;2P sim;0;joystick (8-way),joystick (8-way);good;1;raster;neogeo;Neo-Geo MV-6F;;4;;;0;;1
rbffspec;Real Bout Fatal Fury Special / Real Bout Garou Densetsu Special;mame;;1996;SNK;Fighter / Versus;2P sim;0;joystick (8-way),joystick (8-way);good;1;raster;neogeo;Neo-Geo MV-6F;;4;;;0;;1
rbffspeck;Real Bout Fatal Fury Special / Real Bout Garou Densetsu Special (Korean release);mame;rbffspec;1996;SNK;Fighter / Versus;2P sim;0;joystick (8-way),joystick (8-way);good;1;raster;rbffspec;Real Bout Fatal Fury Special / Real Bout Garou Densetsu Special;;4;;;0;;1
rltennis;Reality Tennis (set 1);mame;;1993;TCH;Sports / Tennis;2P sim;0;joystick (8-way),joystick (8-way);imperfect;1;raster;;;;3;;;0;;1
rltennisa;Reality Tennis (set 2);mame;rltennis;1993;TCH;Sports / Tennis;2P sim;0;joystick (8-way),joystick (8-way);imperfect;1;raster;rltennis;Reality Tennis (set 1);;3;;;0;;1
rebus;Rebus;mame;;1995;Microhard;Puzzle / Match;2;0;joystick (8-way),joystick (8-way);preliminary;1;raster;;;;2;;;0;;1
recalh;Recalhorn (Ver 1.42J 1994/5/11, prototype);mame;;1994;Taito Corporation;Platform / Run, Jump & Scrolling;2P alt;0;joystick (8-way),dial,joystick (8-way),dial,joystick (8-way),joystick (8-way);imperfect;1;raster;;;;4;;;0;;1
recordbr;Recordbreaker (World);mame;;1988;Taito Corporation Japan;Sports / Track & Field;2P sim;0;only_buttons,only_buttons;good;1;raster;;;;3;;;0;;1
redalert;Red Alert;mame;;1981;Irem (GDI license);Shooter / Gallery;2P alt;270;joystick (2-way),joystick (2-way);imperfect;1;raster;;;;1;;;0;;1
redbarona;Red Baron;mame;redbaron;1980;Atari;Shooter / Flying 1st Person;1P;0;joystick (4-way),joystick (analog);good;1;vector;redbaron;Red Baron (Revised Hardware);;1;;;0;;1
